customerid,stockcode,faiss_score,label
12346.0,20684,0.15620079636573792,0
12346.0,79323LP,0.15443134307861328,0
12346.0,22876,0.15339216589927673,0
12346.0,22990,0.15322202444076538,0
12346.0,90003D,0.15250271558761597,0
12346.0,90122C,0.15208913385868073,0
12346.0,22314,0.15205492079257965,0
12346.0,23013,0.1518656313419342,0
12346.0,84611B,0.15137317776679993,0
12346.0,23166,0.15052354335784912,0
12346.0,21706,0.14995235204696655,0
12346.0,85205A,0.14979711174964905,0
12346.0,21864,0.14747241139411926,0
12346.0,23336,0.14715853333473206,0
12346.0,22350,0.14664813876152039,0
12346.0,22471,0.14661912620067596,0
12346.0,23234,0.14571267366409302,0
12347.0,22375,0.4758509695529938,1
12347.0,22371,0.45216885209083557,1
12347.0,22697,0.44810929894447327,1
12347.0,22729,0.4418495297431946,0
12347.0,22728,0.4369497299194336,1
12347.0,22699,0.4304068088531494,1
12347.0,22725,0.42981860041618347,1
12347.0,22374,0.4219091534614563,1
12347.0,22376,0.4206238389015198,0
12347.0,22698,0.41993579268455505,1
12347.0,22726,0.41702398657798767,1
12347.0,22727,0.412278950214386,1
12347.0,44242A,0.3934401869773865,0
12347.0,22372,0.38773587346076965,1
12347.0,23173,0.3861638009548187,1
12347.0,90176E,0.3826013207435608,0
12347.0,23170,0.38143235445022583,0
12347.0,84558A,0.37455761432647705,1
12347.0,23171,0.3602622449398041,0
12347.0,23316,0.3569551408290863,0
12347.0,22196,0.3565361201763153,1
12347.0,23175,0.3552905023097992,0
12347.0,23172,0.3504864275455475,0
12347.0,22399,0.3460069000720978,0
12347.0,23174,0.3437720537185669,0
12347.0,22730,0.34103918075561523,0
12347.0,23162,0.3303607106208801,1
12347.0,23084,0.32986676692962646,1
12347.0,85116,0.3272482454776764,0
12347.0,22467,0.326233834028244,0
12347.0,20780,0.31838592886924744,0
12347.0,84692,0.3140867352485657,0
12347.0,22133,0.3139742314815521,0
12347.0,21731,0.3137648105621338,1
12347.0,20966,0.3127956688404083,0
12347.0,20660,0.3106738328933716,0
12347.0,22195,0.3105161190032959,1
12347.0,90003E,0.3100802004337311,0
12347.0,23317,0.3070757985115051,0
12347.0,22466,0.3018510937690735,0
12347.0,21976,0.3012603521347046,1
12347.0,22417,0.2968958616256714,1
12347.0,90099,0.2961377203464508,0
12347.0,84870B,0.296050488948822,0
12347.0,90214E,0.29588738083839417,0
12347.0,21064,0.2955493927001953,1
12347.0,90214C,0.2954370975494385,0
12347.0,84625A,0.2951487600803375,1
12347.0,23158,0.2950085401535034,0
12347.0,10002,0.29482418298721313,0
12347.0,22416,0.292978972196579,0
12347.0,22423,0.2910192608833313,1
12347.0,90214J,0.2886178493499756,0
12347.0,51014C,0.2884044051170349,0
12347.0,21369,0.2868506908416748,0
12347.0,22492,0.2864677608013153,1
12347.0,21914,0.28645777702331543,0
12347.0,22132,0.28562045097351074,0
12347.0,90205A,0.28559955954551697,0
12347.0,84510C,0.2849760055541992,0
12347.0,23342,0.2825806140899658,0
12347.0,35980B,0.28233271837234497,0
12347.0,90214A,0.28058937191963196,0
12347.0,22781,0.28039777278900146,0
12347.0,20621,0.27660006284713745,0
12347.0,90214S,0.27467337250709534,0
12347.0,22973,0.27385878562927246,0
12347.0,90214M,0.27348941564559937,0
12347.0,90214Y,0.2721831798553467,0
12347.0,84086C,0.27077072858810425,0
12347.0,23146,0.26949477195739746,1
12347.0,21481,0.26839983463287354,0
12347.0,22972,0.26839232444763184,0
12347.0,21578,0.2675432860851288,0
12347.0,22805,0.2662856876850128,0
12347.0,22068,0.26612597703933716,0
12347.0,20736,0.26602494716644287,0
12347.0,84510A,0.26581597328186035,0
12347.0,22418,0.2649500370025635,0
12347.0,22242,0.2648490071296692,0
12347.0,84509A,0.2642028331756592,0
12347.0,22774,0.26405763626098633,0
12347.0,23177,0.26354947686195374,1
12347.0,84969,0.26304811239242554,0
12347.0,21829,0.262947142124176,0
12347.0,90214H,0.26288795471191406,0
12347.0,84707A,0.2626877427101135,0
12347.0,84466,0.26249879598617554,0
12347.0,22915,0.2614634931087494,0
12347.0,90214G,0.26116445660591125,0
12347.0,23112,0.26056957244873047,0
12347.0,22212,0.26018115878105164,0
12347.0,90214O,0.2598326802253723,0
12347.0,22892,0.2595113515853882,0
12347.0,20782,0.25919967889785767,0
12347.0,47013C,0.2579246163368225,0
12347.0,22095,0.25768619775772095,0
12347.0,85217,0.257570743560791,0
12347.0,90214K,0.25753551721572876,0
12347.0,40018F,0.2561210095882416,0
12348.0,84992,0.7511940598487854,0
12348.0,21977,0.7300359010696411,0
12348.0,84991,0.6961599588394165,0
12348.0,21975,0.6845240592956543,0
12348.0,21213,0.6626112461090088,0
12348.0,22417,0.6540186405181885,0
12348.0,84988,0.6478585004806519,0
12348.0,21211,0.6273694634437561,0
12348.0,22951,0.6257217526435852,0
12348.0,21976,0.5853515863418579,0
12348.0,21972,0.5671253800392151,0
12348.0,21974,0.5669511556625366,0
12348.0,21212,0.5627787709236145,0
12348.0,22416,0.5504345893859863,0
12348.0,84987,0.5463711619377136,0
12348.0,21210,0.5199224352836609,0
12348.0,21982,0.5129677057266235,0
12348.0,22949,0.512450098991394,0
12348.0,21985,0.5034037828445435,0
12348.0,22952,0.5033829212188721,0
12348.0,21214,0.4954161047935486,0
12348.0,21967,0.48694634437561035,0
12348.0,21215,0.48571476340293884,0
12348.0,21986,0.46424904465675354,0
12348.0,84990,0.4621531367301941,0
12348.0,21980,0.44481879472732544,0
12348.0,23309,0.4398852586746216,0
12348.0,21989,0.4387105703353882,0
12348.0,22950,0.43849897384643555,0
12348.0,23122,0.4282570481300354,0
12348.0,21984,0.4225084185600281,0
12348.0,35652,0.4208795130252838,0
12348.0,22851,0.41327527165412903,0
12348.0,22938,0.40956705808639526,0
12348.0,22613,0.39634251594543457,0
12348.0,23078,0.390628457069397,1
12348.0,84378,0.3898775279521942,0
12348.0,21973,0.38698625564575195,0
12348.0,84989A,0.38163137435913086,0
12348.0,21987,0.3816079795360565,0
12348.0,21988,0.37870898842811584,0
12348.0,23308,0.37724769115448,0
12348.0,84985A,0.37451356649398804,0
12348.0,84380,0.3716961145401001,0
12348.0,23307,0.3711320757865906,0
12348.0,21981,0.37088504433631897,0
12348.0,21097,0.3604455888271332,0
12348.0,22909,0.3566834330558777,0
12348.0,21078,0.35080957412719727,0
12348.0,22956,0.3507043719291687,0
12348.0,21544,0.35002845525741577,0
12348.0,21720,0.3497582674026489,0
12348.0,84520B,0.3493438959121704,0
12348.0,21725,0.3490028977394104,0
12348.0,22330,0.34797003865242004,0
12348.0,23297,0.34544479846954346,0
12348.0,22741,0.34451404213905334,0
12348.0,21080,0.34019291400909424,0
12348.0,84366,0.3397872745990753,0
12348.0,22614,0.33182311058044434,0
12348.0,21723,0.3282431364059448,0
12348.0,22437,0.32393521070480347,0
12348.0,84993A,0.32336223125457764,0
12348.0,22616,0.32316505908966064,0
12348.0,23306,0.32129883766174316,0
12348.0,84986B,0.3184671401977539,0
12348.0,21123,0.31638744473457336,0
12348.0,22133,0.31575897336006165,0
12348.0,23336,0.3136587142944336,0
12348.0,84375,0.31334033608436584,0
12348.0,16256B,0.31111568212509155,0
12348.0,22132,0.31110402941703796,0
12348.0,23077,0.3099648952484131,1
12348.0,22937,0.30569687485694885,0
12348.0,16243B,0.305192768573761,0
12348.0,84989B,0.30274975299835205,0
12348.0,20975,0.29942959547042847,0
12348.0,20974,0.2991107106208801,0
12348.0,21190,0.297017902135849,0
12348.0,22930,0.296916663646698,0
12348.0,21726,0.2964564263820648,0
12348.0,23120,0.29645320773124695,0
12348.0,21983,0.2961370646953583,0
12348.0,23295,0.2953106760978699,0
12348.0,84692,0.2912668287754059,0
12348.0,16161C,0.28855380415916443,0
12348.0,21724,0.28821486234664917,0
12348.0,22195,0.28784167766571045,0
12348.0,22964,0.2877900004386902,0
12348.0,16256C,0.2872046232223511,0
12348.0,23076,0.28642910718917847,0
12348.0,23119,0.2849637269973755,0
12348.0,21679,0.2809937596321106,0
12348.0,21207,0.28082141280174255,0
12348.0,22315,0.27973246574401855,0
12348.0,85217,0.2791796326637268,0
12348.0,22966,0.27863967418670654,0
12348.0,21677,0.2781646251678467,0
12348.0,21098,0.27766042947769165,0
12348.0,84536B,0.27507469058036804,0
12349.0,20685,0.5668297410011292,1
12349.0,48194,0.5453007817268372,1
12349.0,22366,0.48153701424598694,0
12349.0,48184,0.4767935276031494,1
12349.0,48187,0.4601246118545532,0
12349.0,48188,0.45621198415756226,0
12349.0,48185,0.4546499252319336,1
12349.0,48129,0.44963401556015015,0
12349.0,48111,0.4462931752204895,0
12349.0,22414,0.4448334276676178,0
12349.0,21523,0.43686822056770325,0
12349.0,22692,0.4290807247161865,1
12349.0,48173C,0.417202889919281,0
12349.0,22557,0.4115811884403229,1
12349.0,22690,0.41073155403137207,0
12349.0,21524,0.3894840180873871,0
12349.0,21531,0.38231074810028076,1
12349.0,23283,0.38020360469818115,1
12349.0,22555,0.37588369846343994,1
12349.0,48116,0.3706742227077484,0
12349.0,21535,0.36798638105392456,1
12349.0,22553,0.36144620180130005,1
12349.0,22554,0.35665374994277954,1
12349.0,22313,0.3551372289657593,0
12349.0,22072,0.3496212661266327,0
12349.0,21980,0.34925490617752075,0
12349.0,22649,0.34775450825691223,0
12349.0,21527,0.3476957380771637,0
12349.0,21844,0.3475413918495178,0
12349.0,22073,0.3432946503162384,0
12349.0,22365,0.342913955450058,0
12349.0,22314,0.3428376019001007,0
12349.0,48189,0.3400043845176697,0
12349.0,21537,0.33661097288131714,0
12349.0,22487,0.33287283778190613,0
12349.0,22556,0.33283287286758423,1
12349.0,21533,0.32222872972488403,1
12349.0,22064,0.3215809464454651,1
12349.0,48197,0.3204341530799866,0
12349.0,22136,0.31587380170822144,0
12349.0,37448,0.3108983635902405,1
12349.0,22059,0.3027490973472595,1
12349.0,22760,0.30158233642578125,0
12349.0,48138,0.30073806643486023,0
12349.0,22312,0.3007186949253082,0
12349.0,22892,0.2996062636375427,0
12349.0,22848,0.2972228527069092,0
12349.0,22628,0.29248613119125366,0
12349.0,21787,0.29156720638275146,1
12349.0,22551,0.2913064658641815,0
12349.0,22558,0.2901977598667145,0
12349.0,22485,0.2806745171546936,0
12349.0,22348,0.27953875064849854,0
12349.0,21231,0.278861403465271,1
12349.0,21556,0.2763434946537018,0
12349.0,85014A,0.2759981155395508,1
12349.0,22200,0.2743983268737793,0
12349.0,21525,0.27416062355041504,0
12349.0,85014B,0.27318263053894043,1
12349.0,22203,0.2730622887611389,0
12349.0,21232,0.2725875675678253,1
12349.0,47502,0.27196618914604187,0
12349.0,22199,0.2714195251464844,0
12349.0,17014E,0.27124661207199097,0
12349.0,22625,0.27058249711990356,0
12349.0,21984,0.2678537964820862,0
12349.0,22067,0.2670805752277374,0
12349.0,22740,0.2641334533691406,0
12349.0,22652,0.2617921233177185,0
12349.0,22637,0.2586837410926819,0
12349.0,21539,0.25815534591674805,0
12349.0,22759,0.25723904371261597,0
12349.0,22827,0.2566409111022949,0
12349.0,22058,0.252898246049881,0
12349.0,37330,0.2515542805194855,0
12349.0,85066,0.2513512969017029,0
12349.0,22168,0.24978779256343842,0
12349.0,23047,0.24950763583183289,0
12349.0,22478,0.24579614400863647,0
12349.0,22457,0.24522879719734192,0
12349.0,90177A,0.24508348107337952,0
12349.0,22430,0.24392595887184143,1
12349.0,22202,0.24146443605422974,0
12349.0,37500,0.23634903132915497,1
12349.0,90204,0.23398420214653015,0
12349.0,21981,0.23350335657596588,0
12349.0,22201,0.2323513776063919,0
12349.0,21218,0.2322031557559967,0
12349.0,22442,0.23140718042850494,0
12349.0,21985,0.22978173196315765,0
12349.0,21700,0.22974085807800293,0
12349.0,22846,0.22939181327819824,0
12349.0,21982,0.2289038449525833,0
12349.0,21498,0.2284473180770874,0
12349.0,21216,0.22709524631500244,0
12349.0,22741,0.2260328084230423,0
12349.0,84575B,0.2247745394706726,0
12349.0,21529,0.22459624707698822,0
12349.0,21340,0.22400355339050293,0
12349.0,22853,0.22241899371147156,0
12350.0,22555,0.5580729246139526,0
12350.0,22557,0.5319529175758362,0
12350.0,22553,0.5279293060302734,0
12350.0,22551,0.5263530015945435,0
12350.0,22556,0.5257709622383118,0
12350.0,22554,0.5088367462158203,0
12350.0,22117,0.4931516647338867,0
12350.0,21169,0.49222511053085327,0
12350.0,22412,0.4921650290489197,0
12350.0,21903,0.47390663623809814,0
12350.0,21904,0.47069603204727173,0
12350.0,21866,0.470531702041626,0
12350.0,21908,0.4607889950275421,0
12350.0,21166,0.45756566524505615,0
12350.0,21248,0.4473020136356354,0
12350.0,21864,0.44370633363723755,0
12350.0,21181,0.44241052865982056,0
12350.0,21165,0.441334068775177,0
12350.0,21163,0.44056668877601624,0
12350.0,85150,0.434246689081192,0
12350.0,85152,0.4334029257297516,0
12350.0,21171,0.4285430312156677,0
12350.0,21179,0.4239044785499573,0
12350.0,21865,0.4223141372203827,0
12350.0,20975,0.42104262113571167,0
12350.0,82600,0.420287549495697,0
12350.0,21161,0.4198201894760132,0
12350.0,82597,0.4185757637023926,0
12350.0,21914,0.41229841113090515,0
12350.0,21175,0.40998053550720215,0
12350.0,37423,0.4086173474788666,0
12350.0,21907,0.40260663628578186,0
12350.0,21158,0.39631739258766174,0
12350.0,21162,0.3890664577484131,0
12350.0,82583,0.3817816376686096,0
12350.0,20974,0.37992680072784424,0
12350.0,21905,0.37753942608833313,0
12350.0,82567,0.3766971528530121,0
12350.0,21867,0.3765372931957245,0
12350.0,22413,0.37530025839805603,0
12350.0,82582,0.3719674348831177,0
12350.0,21915,0.3703335225582123,0
12350.0,21159,0.37009650468826294,0
12350.0,22116,0.3601307272911072,0
12350.0,21172,0.35826972126960754,0
12350.0,23417,0.35567039251327515,0
12350.0,23415,0.3548133671283722,0
12350.0,90182C,0.35337159037590027,0
12350.0,21832,0.3531166911125183,0
12350.0,82599,0.35068589448928833,0
12350.0,22616,0.339793860912323,0
12350.0,90059E,0.33721622824668884,0
12350.0,21891,0.33400070667266846,0
12350.0,10123G,0.32902032136917114,0
12350.0,82581,0.32869160175323486,0
12350.0,20977,0.3247382342815399,0
12350.0,21980,0.3232056796550751,0
12350.0,82551,0.3215973973274231,0
12350.0,82605,0.3184860646724701,0
12350.0,21520,0.3168531358242035,0
12350.0,17178,0.3165651559829712,0
12350.0,20658,0.3159375488758087,0
12350.0,20983,0.3111899793148041,0
12350.0,21770,0.3101425766944885,0
12350.0,22561,0.30962955951690674,0
12350.0,22620,0.3084760010242462,0
12350.0,90004A,0.30496084690093994,0
12350.0,21174,0.3020128607749939,0
12350.0,22418,0.3006981611251831,0
12350.0,20659,0.2983819246292114,0
12350.0,82580,0.2975238561630249,0
12350.0,20617,0.29349321126937866,0
12350.0,22365,0.2898760437965393,0
12350.0,21892,0.2893954813480377,0
12350.0,21967,0.289192795753479,0
12350.0,21791,0.28849348425865173,0
12350.0,20979,0.2852954864501953,0
12350.0,20973,0.2851434350013733,0
12350.0,22614,0.2841539978981018,0
12350.0,72796B,0.28359347581863403,0
12350.0,21577,0.28185397386550903,0
12350.0,16046,0.281038373708725,0
12350.0,82578,0.2806757688522339,0
12350.0,21981,0.2789680063724518,0
12350.0,17014F,0.2789054214954376,0
12350.0,20982,0.2781870663166046,0
12350.0,21226,0.277454137802124,0
12350.0,85018B,0.274627149105072,0
12350.0,90202C,0.2745106518268585,0
12350.0,22652,0.27233776450157166,0
12350.0,85136B,0.27210554480552673,0
12350.0,20622,0.27032503485679626,0
12350.0,90026B,0.2695637345314026,0
12350.0,17164B,0.26847487688064575,0
12350.0,84924A,0.2662340998649597,0
12350.0,23402,0.266188383102417,0
12350.0,21889,0.26608553528785706,0
12350.0,21496,0.264202356338501,0
12350.0,10120,0.2629165053367615,0
12350.0,21888,0.26216650009155273,0
12351.0,22667,0.47785472869873047,0
12351.0,22305,0.42817896604537964,0
12351.0,22665,0.42421087622642517,0
12351.0,21844,0.4226241111755371,0
12351.0,22070,0.4214504063129425,0
12351.0,21498,0.3990437388420105,0
12351.0,22072,0.39629173278808594,0
12351.0,22379,0.394281268119812,0
12351.0,22466,0.39138904213905334,0
12351.0,21527,0.38816869258880615,0
12351.0,22304,0.38790270686149597,0
12351.0,21833,0.3674694001674652,0
12351.0,22904,0.36288100481033325,0
12351.0,21539,0.3591341972351074,0
12351.0,90027D,0.3542442321777344,0
12351.0,21471,0.35194694995880127,0
12351.0,22892,0.346925288438797,0
12351.0,22348,0.34515780210494995,0
12351.0,22441,0.3435768187046051,0
12351.0,37330,0.33713337779045105,0
12351.0,21495,0.33305275440216064,0
12351.0,90027A,0.33274757862091064,0
12351.0,37343,0.32470959424972534,0
12351.0,22303,0.3187912702560425,0
12351.0,23233,0.3180305063724518,0
12351.0,22278,0.3176981806755066,0
12351.0,22704,0.3166757822036743,0
12351.0,22666,0.3144868016242981,0
12351.0,21535,0.31392204761505127,0
12351.0,21497,0.31360530853271484,0
12351.0,21531,0.31359151005744934,0
12351.0,21731,0.3121791481971741,0
12351.0,22905,0.31137698888778687,0
12351.0,22071,0.3111564517021179,0
12351.0,16161P,0.3101661205291748,0
12351.0,22711,0.3081205487251282,0
12351.0,21218,0.3067115545272827,0
12351.0,22443,0.3059428930282593,0
12351.0,22380,0.30421125888824463,0
12351.0,22052,0.30183616280555725,0
12351.0,22424,0.30182841420173645,0
12351.0,22050,0.3013622462749481,0
12351.0,22840,0.3002869784832001,0
12351.0,90173,0.2987307906150818,0
12351.0,21499,0.29777559638023376,0
12351.0,23230,0.29749447107315063,0
12351.0,35015,0.29670292139053345,0
12351.0,22986,0.2921929657459259,0
12351.0,22073,0.29191893339157104,0
12351.0,90204,0.2896267771720886,0
12351.0,35751D,0.28692615032196045,0
12351.0,21533,0.286285400390625,0
12351.0,22051,0.2853395640850067,0
12351.0,21556,0.2831890881061554,0
12351.0,22708,0.28305184841156006,0
12351.0,22444,0.28269830346107483,0
12351.0,22841,0.28219377994537354,0
12351.0,22045,0.280586838722229,0
12351.0,22036,0.2790481448173523,0
12351.0,21870,0.27875903248786926,0
12351.0,21843,0.276488721370697,0
12351.0,90165B,0.27578020095825195,0
12351.0,22740,0.2748459577560425,0
12351.0,21472,0.27463608980178833,0
12351.0,21980,0.2745104432106018,0
12351.0,22046,0.27439454197883606,0
12351.0,22637,0.27266958355903625,0
12351.0,20754,0.2719097435474396,0
12351.0,22381,0.26944124698638916,0
12351.0,22842,0.2688028812408447,0
12351.0,22891,0.2686259150505066,0
12351.0,22706,0.2682167887687683,0
12351.0,21537,0.2668188214302063,0
12351.0,22311,0.26611870527267456,0
12351.0,21108,0.2659268081188202,0
12351.0,21500,0.26579800248146057,0
12351.0,22179,0.2632365822792053,0
12351.0,21877,0.26299700140953064,0
12351.0,79000,0.2625076174736023,0
12351.0,22838,0.2610985040664673,0
12351.0,21896,0.25887781381607056,0
12351.0,84206B,0.258823424577713,0
12351.0,22302,0.258311927318573,0
12351.0,22843,0.25739461183547974,0
12351.0,22969,0.25696927309036255,0
12351.0,16161U,0.25601351261138916,0
12351.0,79321,0.25576820969581604,0
12351.0,21876,0.25504475831985474,0
12351.0,72805,0.25482380390167236,0
12351.0,22276,0.25408098101615906,0
12351.0,22707,0.2537613809108734,0
12351.0,37379A,0.2523942291736603,0
12351.0,22655,0.2517051696777344,0
12351.0,22442,0.25139355659484863,0
12351.0,23545,0.2511121332645416,0
12351.0,90146,0.2504776120185852,0
12351.0,22926,0.2500900626182556,0
12351.0,72754B,0.249446839094162,0
12351.0,84877A,0.24920542538166046,0
12351.0,22759,0.24858662486076355,0
12352.0,21175,0.5076215863227844,0
12352.0,21754,0.5045239925384521,0
12352.0,21181,0.5019323825836182,0
12352.0,82600,0.49626559019088745,0
12352.0,22120,0.49270468950271606,0
12352.0,22413,0.4857056140899658,0
12352.0,21755,0.47318512201309204,1
12352.0,21908,0.47163015604019165,0
12352.0,85152,0.4634813666343689,0
12352.0,22646,0.45356324315071106,0
12352.0,22644,0.43813860416412354,0
12352.0,21166,0.43664634227752686,0
12352.0,85150,0.43586355447769165,0
12352.0,21907,0.43370968103408813,0
12352.0,21169,0.42717528343200684,0
12352.0,84050,0.4270547032356262,0
12352.0,21756,0.42683425545692444,1
12352.0,21232,0.39976659417152405,0
12352.0,22649,0.39616402983665466,0
12352.0,22064,0.3947916030883789,0
12352.0,37448,0.3939845860004425,0
12352.0,22645,0.3892088830471039,0
12352.0,21903,0.38113391399383545,0
12352.0,37495,0.36818379163742065,1
12352.0,22412,0.3607323169708252,0
12352.0,21231,0.35599303245544434,0
12352.0,22844,0.34852343797683716,0
12352.0,82599,0.3470090627670288,0
12352.0,22059,0.3432213068008423,0
12352.0,21355,0.332895427942276,0
12352.0,22845,0.3311717212200165,0
12352.0,21358,0.3224392831325531,0
12352.0,21164,0.31729212403297424,0
12352.0,20882,0.3082028031349182,0
12352.0,82583,0.30605176091194153,0
12352.0,22067,0.29621422290802,0
12352.0,22118,0.2954784333705902,0
12352.0,22055,0.2951660752296448,0
12352.0,84425A,0.29159677028656006,0
12352.0,22654,0.28825706243515015,0
12352.0,22066,0.28359323740005493,0
12352.0,21314,0.277335524559021,1
12352.0,21165,0.27459457516670227,0
12352.0,84206C,0.27449190616607666,0
12352.0,21174,0.27262556552886963,0
12352.0,22117,0.2719396650791168,0
12352.0,21904,0.27123093605041504,0
12352.0,22784,0.26818978786468506,0
12352.0,22121,0.26663339138031006,0
12352.0,21874,0.2650309205055237,0
12352.0,21354,0.26486653089523315,0
12352.0,22969,0.26475828886032104,0
12352.0,22119,0.26393717527389526,0
12352.0,23042,0.25835567712783813,0
12352.0,21172,0.2583340108394623,0
12352.0,22853,0.2577831745147705,0
12352.0,81985A,0.2559880316257477,0
12352.0,47574A,0.2537837624549866,0
12352.0,21122,0.24948321282863617,0
12352.0,84755,0.24946705996990204,0
12352.0,22668,0.2494242787361145,1
12352.0,22423,0.24837473034858704,1
12352.0,22847,0.2444116175174713,0
12352.0,23076,0.2433386743068695,0
12352.0,82605,0.2428366243839264,0
12352.0,22065,0.2420744001865387,0
12352.0,21905,0.24069808423519135,0
12352.0,37446,0.24063149094581604,0
12352.0,21770,0.24053481221199036,1
12352.0,21121,0.23808927834033966,0
12352.0,37447,0.2380785346031189,0
12352.0,21107,0.23792827129364014,0
12352.0,22312,0.23708249628543854,0
12352.0,21123,0.23635157942771912,0
12352.0,82597,0.23387283086776733,0
12352.0,37491A,0.2338465452194214,0
12352.0,22701,0.23351091146469116,0
12352.0,21870,0.23105275630950928,0
12352.0,22779,0.22935213148593903,1
12352.0,21179,0.22884075343608856,0
12352.0,84078A,0.22822904586791992,0
12352.0,21892,0.22805944085121155,0
12352.0,21108,0.22692425549030304,0
12352.0,15060B,0.22641289234161377,0
12352.0,84614C,0.2260107398033142,0
12352.0,21772,0.22573277354240417,0
12352.0,22650,0.2248109132051468,0
12352.0,21116,0.22392332553863525,0
12352.0,22314,0.22179639339447021,0
12352.0,22638,0.22063398361206055,0
12352.0,22776,0.22052325308322906,0
12352.0,21124,0.2202378213405609,0
12352.0,21125,0.21600931882858276,0
12352.0,21380,0.2152232527732849,0
12352.0,22802,0.215187668800354,0
12352.0,22057,0.21517251431941986,0
12352.0,22796,0.21474701166152954,0
12352.0,22197,0.2136031836271286,0
12352.0,82582,0.21348276734352112,0
12352.0,72741,0.21198180317878723,0
12353.0,22064,0.85042405128479,0
12353.0,22649,0.8388852477073669,0
12353.0,21231,0.7972309589385986,0
12353.0,22055,0.7865327596664429,0
12353.0,37448,0.7813525795936584,0
12353.0,37450,0.7793169021606445,0
12353.0,22059,0.7769306302070618,0
12353.0,22067,0.7712433338165283,0
12353.0,37446,0.7671732306480408,0
12353.0,21232,0.7649784088134766,0
12353.0,37447,0.7515708208084106,0
12353.0,22063,0.7366949319839478,0
12353.0,22644,0.7265578508377075,0
12353.0,22646,0.6971073150634766,0
12353.0,22645,0.6936209201812744,0
12353.0,22057,0.676393449306488,0
12353.0,37495,0.6658070087432861,0
12353.0,37449,0.6320781707763672,0
12353.0,22065,0.6261698603630066,0
12353.0,22066,0.614228367805481,0
12353.0,22061,0.6071847677230835,0
12353.0,22890,0.5576438903808594,0
12353.0,22058,0.552039623260498,0
12353.0,22062,0.5506936311721802,0
12353.0,22054,0.5494078397750854,0
12353.0,22351,0.5386761426925659,0
12353.0,22060,0.5108168125152588,0
12353.0,23408,0.4701709449291229,0
12353.0,37500,0.44282156229019165,0
12353.0,21700,0.43462228775024414,0
12353.0,37481,0.40190014243125916,0
