customerid,rank,stockcode,ranking_score,churn_prob,pred_purchases,p_alive,retention_action
12349.0,4,22557,0.98102635,0.9782601569535361,0.19678083950615002,0.7552076069483492,Retention email campaign
12349.0,5,22554,0.97603214,0.9782601569535361,0.19678083950615002,0.7552076069483492,Retention email campaign
12349.0,6,22555,0.9746684,0.9782601569535361,0.19678083950615002,0.7552076069483492,Retention email campaign
12349.0,7,48188,0.97401613,0.9782601569535361,0.19678083950615002,0.7552076069483492,Retention email campaign
12349.0,8,82484,0.973355,0.9782601569535361,0.19678083950615002,0.7552076069483492,Retention email campaign
12349.0,9,22064,0.9716914,0.9782601569535361,0.19678083950615002,0.7552076069483492,Retention email campaign
12349.0,10,22553,0.97002137,0.9782601569535361,0.19678083950615002,0.7552076069483492,Retention email campaign
12350.0,1,22551,0.0042049843,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,2,21915,0.0018831751,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,3,21832,0.0013621022,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,4,22557,0.0011498783,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,5,21866,0.00083875144,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,6,21908,0.00075386453,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,7,22614,0.0004915513,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,8,22620,0.0004913658,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,9,82583,0.00044540135,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12350.0,10,20973,0.00035191482,0.8267825466933787,0.20064091449804652,1.0,Retention email campaign
12351.0,1,22706,0.038927633,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,2,23230,0.027547779,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,3,22045,0.02645513,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,4,21497,0.023211366,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,5,22986,0.020628346,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,6,22348,0.020017061,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,7,22846,0.016233623,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,8,21731,0.016027305,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,9,21556,0.014892464,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12351.0,10,23233,0.013675147,0.6221160543172201,0.16371073489650934,1.0,Personalized recommendation
12352.0,1,21175,0.940169,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,2,22780,0.9293068,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,3,22649,0.9233749,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,4,21181,0.9176515,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,5,82583,0.90583485,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,6,22423,0.9032919,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,7,21754,0.9005559,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,8,21756,0.88235193,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,9,22779,0.88007027,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12352.0,10,85152,0.8771226,0.7463978919840317,0.7734012984363537,0.5638523926087664,Retention email campaign
12353.0,1,22109,0.005406048,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,2,37449,0.003950916,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,3,21832,0.0026695912,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,4,22890,0.0025118075,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,5,21232,0.0017782341,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,6,23077,0.0011890755,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,7,37447,0.0011776844,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,8,22645,0.00074597704,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,9,22649,0.00066755747,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12353.0,10,22064,0.00046224103,0.8188210962818007,0.33314323659477796,0.8705566079286573,Retention email campaign
12354.0,1,22326,0.88849986,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,2,23256,0.858674,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,3,21238,0.844417,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,4,22899,0.66358894,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,5,22661,0.65426046,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,6,20677,0.63930917,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,7,20750,0.6142101,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,8,21217,0.61154926,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,9,21242,0.603722,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12354.0,10,22138,0.5930549,0.950715023878351,0.27519058985735745,1.0,Retention email campaign
12355.0,1,22423,0.0034931873,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,2,23077,0.0012061415,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,3,23076,0.0005463811,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,4,23173,0.00046187855,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,5,37449,0.0001438685,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,6,22109,0.00014322872,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,7,85035C,0.00013927079,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,8,22890,0.00013115893,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,9,22969,0.00012865258,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12355.0,10,20961,0.000100491154,0.9541575423633363,0.24046321986302926,0.8870647813528454,Retention email campaign
12356.0,1,84987,0.78561085,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,2,21213,0.73779935,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,3,22629,0.6467745,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,4,21122,0.4573335,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,5,21843,0.43392807,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,6,22551,0.4115436,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,7,84378,0.3552017,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,8,22645,0.35488605,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,9,47599A,0.32953417,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12356.0,10,22646,0.32882938,0.3118839869922306,0.8242675670600886,0.7935678036067755,Standard recommendation
12357.0,1,22835,0.9643498,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,2,22867,0.9625607,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,3,22865,0.9546524,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,4,22109,0.9405223,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,5,22114,0.92776614,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,6,22727,0.92712915,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,7,22111,0.92535245,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,8,23284,0.92341334,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,9,22112,0.9202408,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12357.0,10,22633,0.90633017,0.9747628463022918,0.1578995638382873,1.0,Retention email campaign
12358.0,1,22114,0.98148084,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,2,37449,0.9668923,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,3,20679,0.9645525,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,4,22646,0.95523006,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,5,15060B,0.9538835,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,6,21232,0.95062417,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,7,22063,0.94917077,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,8,22644,0.94858086,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,9,22649,0.9477986,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12358.0,10,22890,0.9459968,0.8139488483977781,0.44142533281569274,0.9551682179798994,Retention email campaign
12359.0,1,21770,0.97005683,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,2,23201,0.96078026,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,3,22720,0.94854796,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,4,22722,0.94677955,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,5,22846,0.94516885,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,6,23283,0.94385856,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,7,22847,0.9367559,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,8,23051,0.93057173,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,9,23173,0.92615926,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12359.0,10,22682,0.9234376,0.12038748045920457,1.03949369724767,0.9519999197617638,Standard recommendation
12360.0,1,22326,0.96625894,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,2,23256,0.9627448,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,3,22554,0.96104336,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,4,22940,0.9541814,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,5,21561,0.9476666,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,6,22274,0.9417404,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,7,22555,0.94141,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,8,22551,0.94101495,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,9,21242,0.9359673,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12360.0,10,22751,0.9263942,0.7396501369535791,0.6399302632035124,0.9700180688224473,Retention email campaign
12361.0,1,22384,0.008937917,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,2,21559,0.008922315,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,3,22328,0.0068833176,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,4,23313,0.0065104445,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,5,22382,0.0064723208,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,6,22629,0.0048502404,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,7,20728,0.004148579,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,8,22326,0.0039047066,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,9,23206,0.0032700545,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12361.0,10,20726,0.002584813,0.6748779569715804,0.4413460492817091,0.8890220895802485,Personalized recommendation
12362.0,1,22328,0.9931486,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,2,23290,0.99290305,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,3,23345,0.9924567,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,4,22326,0.9922347,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,5,23206,0.99130577,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,6,23209,0.9912416,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,7,23256,0.9880419,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,8,22555,0.98694605,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,9,23254,0.9864108,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12362.0,10,22630,0.9861849,0.12137751949107616,1.1405392199642845,0.9503319431752463,Standard recommendation
12363.0,1,22950,0.98015296,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,2,21974,0.9777769,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,3,21213,0.9766832,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,4,22952,0.97314703,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,5,21212,0.97264594,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,6,21210,0.9704161,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,7,23236,0.96724766,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,8,21977,0.9551458,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,9,21121,0.95276296,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12363.0,10,21122,0.94776005,0.6926490289023512,0.6124320683935122,0.9119510917402657,Personalized recommendation
12364.0,1,21213,0.9742846,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,2,21124,0.97137487,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,3,21080,0.9680205,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,4,23298,0.96462595,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,5,21207,0.9607536,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,6,21086,0.9600506,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,7,21987,0.9585002,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,8,21121,0.95591825,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,9,20979,0.955153,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12364.0,10,21094,0.95061857,0.7127235678285241,0.6452044702083101,1.0,Retention email campaign
12365.0,1,21974,0.04074549,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,2,22423,0.029391553,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,3,22697,0.024967717,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,4,23173,0.011763388,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,5,84987,0.0103569105,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,6,22221,0.008496909,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,7,22699,0.006820646,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,8,22835,0.0039704875,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,9,21977,0.003876389,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12365.0,10,22112,0.0036137807,0.616373217153649,0.2148104193749066,1.0,Personalized recommendation
12366.0,1,84879,0.36301875,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,2,21135,0.024362333,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,3,84946,0.02293211,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,4,21136,0.013853704,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,5,22312,0.011789703,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,6,22568,0.010833686,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,7,22604,0.0055701416,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,8,84836,0.0054934276,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,9,21390,0.0052871583,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12366.0,10,22109,0.0048050596,0.96909661774079,0.09462459969023031,1.0,Retention email campaign
12368.0,1,48187,0.0028349173,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,2,22423,0.0025250127,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,3,48173C,0.00074245443,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,4,20914,0.00045707775,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,5,22890,0.0003693281,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,6,20685,0.0003451364,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,7,37446,0.00032857704,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,8,48188,0.0002548992,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,9,15060B,0.000202173,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12368.0,10,48194,0.00019701496,0.9624670006546805,0.09540464876375337,1.0,Retention email campaign
12369.0,1,84879,0.009471852,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,2,21731,0.004837015,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,3,20750,0.004153239,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,4,21212,0.0036816262,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,5,20726,0.003367894,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,6,22382,0.0027156726,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,7,22029,0.0021973858,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,8,22326,0.0017408079,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,9,20728,0.0015037848,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12369.0,10,22505,0.0014095689,0.9569027682151745,0.28528139010851694,0.742930478390198,Retention email campaign
12370.0,1,85123A,0.96260846,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,2,22150,0.95539176,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,3,21390,0.9505337,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,4,20972,0.95017254,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,5,22749,0.9494055,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,6,22568,0.9453709,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,7,22147,0.9437972,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,8,22751,0.9437324,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,9,22569,0.936726,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12370.0,10,20969,0.9364153,0.9180874300517158,0.5741521459942577,0.8881774666958644,Retention email campaign
12371.0,1,22727,0.9908354,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,2,22867,0.98816144,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,3,22835,0.98473316,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,4,22726,0.98393214,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,5,22112,0.9834135,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,6,20961,0.9772027,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,7,21484,0.9767472,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,8,84029E,0.9737389,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,9,21485,0.97301495,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12371.0,10,22632,0.9724548,0.9812933529008908,0.18626426742653865,0.7854064019974383,Retention email campaign
12372.0,1,22326,0.98459816,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,2,22328,0.9740689,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,3,22629,0.9731277,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,4,22555,0.9639732,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,5,22556,0.9415484,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,6,22659,0.9373426,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,7,21791,0.92363405,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,8,21731,0.9192056,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,9,20750,0.91866165,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12372.0,10,22630,0.9132558,0.6381328513867078,0.4406268552400528,0.8173298347862644,Personalized recommendation
12373.0,1,85099B,0.86450845,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,2,22328,0.85832906,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,3,22326,0.8294016,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,4,20728,0.80707425,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,5,22356,0.79502624,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,6,20718,0.758384,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,7,20724,0.74670166,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,8,20725,0.73395467,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,9,22382,0.72709644,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12373.0,10,21931,0.67486084,0.9805834488584018,0.31873268053500814,0.8729339861308442,Retention email campaign
12374.0,1,85099B,0.9072338,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,2,22326,0.90720284,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,3,22386,0.8253932,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,4,22629,0.67774856,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,5,23254,0.64828485,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,6,22138,0.6337107,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,7,22328,0.62359697,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,8,85099C,0.56420374,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
12374.0,9,84997B,0.55726063,0.9446732553329457,0.19214354991740137,0.7361107588046968,Retention email campaign
